SITECODE,CEF.include,Marine,Longitude,Latitude,dat.CELLNO,dat.ATSEA,flt.LONG,flt.LAT,flt.CELLNO,flt.ATSEA,flt.DIST,flt.near,datxy.E,datxy.N,datxy.CELLNO,datxy.ATSEA,fltxy.E,fltxy.N,fltxy.CELLNO,fltxy.ATSEA,fltxy.DIST,fltxy.near
UK9009131,TRUE,FALSE,1.2877,51.8794,2469069,TRUE,1.29166666666669,51.8804133333333,2469069,TRUE,0.295505536585881,TRUE,3722700.36183877,3232389.33595547,2606265,TRUE,3722466,3232659,2606265,TRUE,357.273240503038,TRUE
UK9009243,TRUE,FALSE,0.96,51.81583333,2481585,FALSE,0.958333333333357,51.82208,2480018,TRUE,0.704472219254252,TRUE,3699451.71748735,3228104.53276262,2614127,TRUE,3699466,3227659,2614127,TRUE,445.761632188865,TRUE
UK9009245,TRUE,FALSE,0.866388889,51.75361111,2492548,FALSE,0.875000000000021,51.74708,2494116,TRUE,0.938986001384004,TRUE,3692188.80991078,3222030.09372769,2623582,TRUE,3692466,3221659,2623582,TRUE,463.189918170488,TRUE
UK9009246,TRUE,FALSE,0.921388889,51.57388889,2527026,TRUE,0.925000000000022,51.57208,2527026,TRUE,0.321220347771164,TRUE,3693471.03259887,3201691.37971831,2655123,TRUE,3693466,3201659,2655123,TRUE,32.7684788976409,TRUE
UK9009271,TRUE,FALSE,1.686111111,52.73388889,2309259,TRUE,1.69166666666669,52.7304133333333,2309259,TRUE,0.538914960460041,TRUE,3760800.12068197,3323744.70078495,2462796,FALSE,3761466,3323659,2462797,TRUE,671.371648735504,TRUE
UK9009291,TRUE,FALSE,1.710277778,52.38638889,2373507,FALSE,1.72500000000002,52.3887466666667,2373508,TRUE,1.03610291806627,TRUE,3757996.79593856,3285104.76468279,2524297,TRUE,3758466,3284659,2524297,TRUE,647.192864374376,TRUE
UK9010091,TRUE,FALSE,-2.539,50.619,2705456,FALSE,-2.54166666666665,50.6137466666667,2707023,TRUE,0.614111206450098,TRUE,3438558.56494862,3132199.04897626,2763681,FALSE,3438466,3131659,2765258,TRUE,547.92441674846,TRUE
UK9010111,TRUE,FALSE,-2.004,50.699,2691385,TRUE,-2.00833333333332,50.69708,2691385,TRUE,0.373300029632569,TRUE,3477253.31691095,3134674.45009851,2760566,TRUE,3477466,3134659,2760566,TRUE,213.243527240343,TRUE
UK9011011,TRUE,FALSE,-0.92,50.80638889,2671079,TRUE,-0.924999999999979,50.8054133333333,2671079,TRUE,0.368780108337622,TRUE,3554524.30178917,3134553.70834814,2760643,FALSE,3554466,3133659,2762220,TRUE,896.605892714819,TRUE
UK9011061,TRUE,FALSE,-1.525833333,50.74027778,2683579,TRUE,-1.52499999999998,50.7387466666667,2683579,TRUE,0.18019942832829,TRUE,3511250.32381595,3133806.24324839,2762177,FALSE,3511466,3132659,2763754,TRUE,1167.34026202415,TRUE
UK9012031,TRUE,FALSE,0.677222222,51.40055556,2559918,TRUE,0.675000000000022,51.39708,2559918,TRUE,0.416459959950419,TRUE,3674245.75571912,3184668.6308629,2681913,FALSE,3673466,3184659,2681912,TRUE,779.815192863487,TRUE
UK9012041,TRUE,FALSE,-0.760555556,50.76333333,2678924,FALSE,-0.741666666666646,50.7637466666667,2678925,TRUE,1.33347381675633,TRUE,3564923.97144396,3128146.88926045,2771692,FALSE,3565466,3126659,2773270,TRUE,1583.54330756152,TRUE
